ARID3A	ARNT	ATF2	ATF3	ATF4	ATF7	BACH1	BHLHE40	BRCA1	CBX5	CDC5L	CEBPB	CREB3L1	CTCF	CUX1	E2F1	E2F7	E2F8	E4F1	EGR1	ELF1	ELF4	ELK1	EP300	ESRRA	ETV6	EWSR1	FOXA1	FOXM1	GABPA	GATA1	GATA2	GMEB1	HES1	HMBOX1	IKZF1	IRF1	KLF16	MAFF	MAFK	MAX	MEF2A	MEIS2	MGA	MNT	MYBL2	MYC	NFE2	NFIC	NR2C2	NR2F1	NR2F2	NR2F6	NR3C1	NRF1	PKNOX1	POU5F1	REST	RFX1	RFX5	RUNX1	SP1	SREBF1	STAT1	STAT5A	TAL1	TBP	TCF12	TCF7	TCF7L2	TEAD4	THRA	YY1	ZBTB7A	ZNF143	ZNF282	ZNF384
ZNF813	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	2	0	2	2	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	2	2	0	2	1	1	0	1	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ZNF331	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	0	1	2	0	0	0	1	1	0	0	1	2	0	2	0	1	0	0	2	0	0	2	1	0	0	0	3	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	0	1	0	0
DPRX	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NLRP12	0	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYADM	0	0	0	1	1	2	0	2	0	0	0	0	1	2	1	1	1	1	2	3	1	2	0	1	0	1	0	0	0	1	0	0	2	1	1	2	2	1	0	0	4	0	1	2	2	0	3	1	2	1	1	1	1	0	3	0	0	1	1	0	0	2	0	0	0	0	3	0	0	0	3	0	0	5	1	3	0
PRKCG	0	0	0	0	0	1	0	2	0	0	0	0	1	1	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	3	1	0	1	3	0	0	2	0	1	0	0	0	0	0	0	0	0	0	6	1	1	0
CACNG7	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0
VSTM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OSCAR	0	0	0	0	1	2	0	1	0	0	0	0	4	1	0	1	0	1	2	0	3	1	0	0	2	0	0	0	0	0	0	0	2	0	0	1	1	0	1	0	3	0	1	1	1	0	1	0	1	0	1	2	1	0	2	1	1	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	1	0	1	0	0
NDUFA3	0	0	0	0	1	2	0	1	0	0	0	0	4	1	0	1	0	1	2	0	3	1	0	0	2	0	0	0	0	0	0	0	2	0	0	1	1	0	1	0	3	0	1	1	1	0	1	0	1	0	1	2	1	0	2	1	1	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	1	0	1	0	0
PRPF31	1	2	1	0	0	2	0	1	0	0	2	0	2	0	0	1	0	1	2	1	2	2	0	1	1	0	0	0	1	1	1	0	2	0	0	0	2	0	1	1	1	0	0	0	2	0	1	0	1	0	1	1	1	1	2	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1
TFPT	1	2	1	0	0	2	0	1	0	0	2	0	2	0	0	1	0	1	2	1	2	2	0	1	1	0	0	0	1	1	1	0	2	0	0	0	2	0	1	1	1	0	0	0	2	0	1	0	1	0	1	1	1	1	2	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1
CNOT3	1	0	0	0	0	1	2	0	0	0	0	0	2	0	0	2	0	0	2	2	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	1	0	0	3	0	1	0	1	0	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0
LENG1	1	0	0	0	0	2	0	2	0	0	0	1	0	4	0	2	0	2	2	3	1	2	0	0	0	0	0	0	1	3	0	0	3	0	0	0	4	1	0	0	5	0	1	2	5	0	1	0	0	0	1	0	0	0	5	2	0	2	1	1	0	4	0	0	1	0	3	0	0	0	1	0	1	1	1	0	1
TMC4	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1
MBOAT7	0	0	2	0	1	5	0	0	0	0	0	1	4	2	0	4	0	2	3	4	2	0	0	1	4	0	0	0	1	1	1	1	2	1	0	2	4	0	0	0	4	0	2	0	3	0	3	0	0	0	0	0	0	0	3	2	0	1	1	0	1	5	1	0	0	1	4	0	0	0	1	0	0	2	1	2	0
TSEN34	0	0	2	0	1	5	0	0	0	0	0	1	4	1	0	4	0	2	3	4	2	0	0	1	4	0	0	0	1	1	1	1	2	1	0	2	4	0	0	0	4	0	2	0	3	0	3	0	0	0	0	0	0	0	3	2	0	1	1	0	1	5	1	0	0	1	4	0	0	0	1	0	0	2	1	2	0
RPS9	1	3	1	2	2	7	1	3	0	0	0	3	4	0	2	4	1	2	6	3	3	3	0	4	4	1	1	1	2	0	0	2	4	3	3	2	4	3	1	0	9	0	2	4	8	0	5	3	5	0	4	4	4	0	9	3	0	2	1	0	3	3	0	1	3	0	1	3	0	0	4	0	0	5	1	2	3
LILRB2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LILRA4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAIR1	0	0	0	3	3	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
TTYH1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LENG8	0	1	1	1	1	1	0	0	0	0	1	0	2	1	0	2	0	1	2	2	2	2	1	0	0	0	0	0	0	1	0	0	1	1	0	4	1	1	0	0	3	0	1	1	2	0	2	0	1	0	0	0	0	0	1	3	0	1	1	0	0	1	0	0	0	1	2	0	0	0	0	0	0	1	1	0	1
LENG9	0	0	1	1	0	2	0	0	0	0	1	0	2	0	0	3	0	0	2	2	2	1	2	1	0	0	0	0	1	1	0	0	2	0	0	0	3	0	0	0	3	0	2	2	1	0	1	0	2	0	3	0	1	0	4	1	0	0	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	1	2	1
CDC42EP5	0	0	1	1	0	2	0	0	0	0	1	0	2	3	0	3	0	0	2	3	2	1	2	1	0	0	0	0	1	1	0	0	2	0	0	1	3	0	0	0	3	0	3	2	2	0	1	0	2	0	3	0	1	0	4	3	0	1	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	1	2	1
LAIR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DX1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LILRA2	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LILRA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LILRB1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LILRB4	1	1	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	2	0	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
KIR2DL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCAR	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NCR1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	1	0	0	2	0	0	0	0	0	0	0	1	0	1	4	0	0	0	1	0	0	1	2	0	0	0	0	4	0	3	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0
NLRP7	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	3	0	2	0	0	2	0	0	0	0	0	0
NLRP2	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	2	0	1	1	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
GP6	1	1	1	4	4	3	0	1	0	1	1	3	1	0	0	1	0	1	3	2	1	2	0	2	1	9	0	0	1	1	1	1	4	1	2	2	0	1	0	1	2	0	2	3	2	0	1	1	2	0	3	2	2	0	2	3	0	2	3	1	1	0	0	0	1	3	1	2	1	0	1	0	1	0	0	1	2
RDH13	0	1	2	3	1	5	0	3	0	0	0	3	0	1	0	4	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	2	0	1	1	2	0	1	0	2	0	1	0	0	0	1	3	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
EPS8L1	0	0	0	1	1	3	0	3	0	0	1	2	0	1	0	1	0	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	5	0	0	0	3	0	1	1	3	0	1	0	3	0	2	1	0	0	3	3	0	2	0	0	0	3	0	0	0	2	2	0	0	0	1	0	0	2	3	0	0
PPP1R12C	0	0	2	0	1	2	0	1	0	0	0	0	1	2	0	1	0	2	2	2	4	2	0	0	0	0	0	0	0	3	0	0	2	0	0	1	1	0	0	0	6	0	1	0	4	0	3	1	0	0	1	1	1	0	4	1	1	1	1	0	0	0	1	0	0	0	2	0	0	1	1	0	1	2	2	0	0
TNNT1	1	2	1	1	2	4	0	3	0	0	1	1	0	2	0	1	0	1	4	5	2	1	0	3	3	2	0	0	3	4	1	0	3	0	0	8	7	2	0	0	5	1	0	0	4	0	5	0	6	0	3	1	0	0	4	3	2	2	0	0	0	3	0	0	0	2	3	2	0	0	2	0	0	6	4	4	1
TNNI3	1	1	1	1	2	4	0	4	0	0	1	2	1	2	0	4	0	2	4	5	2	3	0	2	7	2	0	0	2	3	1	0	4	0	0	7	7	3	1	0	5	1	2	0	3	0	5	0	7	0	4	1	0	1	4	4	2	2	1	0	0	5	1	0	0	1	1	1	1	1	2	0	0	6	2	3	1
DNAAF3	1	1	2	1	2	5	0	4	0	0	0	3	3	3	0	4	0	1	5	6	3	5	0	2	6	1	0	0	2	1	1	0	4	0	0	6	8	3	1	0	8	1	4	3	4	0	8	0	5	0	4	1	0	1	6	5	2	4	2	0	0	7	1	0	1	1	4	2	1	1	5	0	0	6	2	3	1
SYT5	0	2	1	2	2	4	0	2	0	0	0	1	3	1	0	1	0	0	3	5	3	4	0	0	0	0	0	0	1	1	0	0	2	0	0	3	2	0	0	0	5	0	3	3	4	0	4	0	0	0	0	2	0	0	6	3	0	3	2	0	0	3	0	0	1	0	3	1	1	0	3	0	0	3	2	0	1
PTPRH	1	1	3	5	5	6	1	5	0	1	1	3	1	1	1	3	0	2	3	3	2	2	2	5	3	2	0	0	1	3	3	2	4	2	1	4	2	2	1	1	5	0	5	5	3	0	4	1	4	0	4	1	1	0	5	4	0	3	1	1	1	1	0	2	1	1	3	2	0	0	2	0	0	3	3	3	3
TMEM86B	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
PPP6R1	1	1	0	0	2	2	1	3	0	2	0	2	2	1	1	1	0	1	2	5	2	1	1	1	2	1	0	0	1	1	0	0	2	0	0	1	1	0	0	1	3	0	1	2	2	0	3	0	2	0	1	4	1	0	1	1	0	2	0	1	0	2	0	1	0	1	1	1	0	0	1	0	0	3	2	1	1
HSPBP1	0	3	1	3	2	3	0	3	0	1	1	3	2	0	1	1	0	1	2	0	2	2	0	1	3	0	0	0	0	1	0	0	1	0	0	2	3	0	0	0	3	0	2	4	3	0	3	0	3	0	4	2	0	0	5	1	1	2	1	0	1	1	0	0	1	1	1	2	1	1	1	0	1	1	2	0	1
BRSK1	1	3	1	2	1	3	0	2	0	1	1	2	2	1	1	1	0	1	3	1	2	2	0	0	3	0	0	0	0	1	0	0	1	0	0	3	3	0	0	0	2	0	3	2	2	0	2	0	1	0	4	2	0	0	4	2	1	2	1	0	0	1	0	0	0	0	2	0	1	1	0	0	1	1	3	0	1
TMEM150B	0	0	1	1	2	1	1	0	0	0	0	2	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
COX6B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
IL11	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	1	0
TMEM238	0	0	0	0	2	1	0	0	0	0	1	2	0	0	0	1	0	2	2	3	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	7	0	2	0	2	0	1	0	1	0	0	1	0	1	3	2	0	1	2	0	0	1	0	2	0	1	3	0	0	0	1	0	1	3	0	0	0
RPL28	0	0	0	0	2	1	0	0	0	0	1	2	0	0	0	1	0	2	2	3	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	7	0	2	0	2	0	1	0	1	0	0	1	0	1	3	2	0	1	2	0	0	1	0	2	0	1	3	0	0	0	1	0	1	3	0	0	0
UBE2S	0	0	1	1	0	2	0	1	0	0	0	2	1	0	0	2	0	1	1	2	2	0	0	1	1	0	0	0	2	1	0	0	1	1	0	1	1	1	0	0	4	0	0	2	1	1	2	1	1	0	3	1	0	0	2	2	0	1	0	0	1	1	1	0	0	0	0	1	0	0	1	0	1	2	0	0	0
ISOC2	1	1	1	0	3	3	0	1	0	0	1	4	2	2	0	3	0	2	4	5	3	2	1	2	4	0	0	0	2	1	1	1	4	2	1	2	3	2	0	1	11	0	3	3	2	0	4	0	5	0	2	1	2	1	5	4	0	2	1	0	0	2	0	0	1	1	3	1	2	1	2	0	0	7	3	0	1
ZNF628	1	1	2	1	2	5	0	2	0	0	0	1	2	2	0	3	0	3	4	1	0	1	1	1	3	0	0	0	2	3	1	0	3	2	1	3	2	2	0	0	5	0	1	4	5	0	4	0	2	0	3	3	2	0	3	1	0	1	1	0	0	3	0	0	1	1	3	1	2	0	2	0	0	7	2	1	0
NAT14	0	0	1	1	0	6	0	3	0	0	0	0	1	1	0	2	0	2	3	3	0	1	1	0	1	0	0	0	1	3	0	0	3	0	0	1	2	0	0	0	5	0	0	3	4	0	2	0	1	0	3	2	0	0	2	2	0	0	1	0	0	3	0	0	0	0	2	0	1	0	0	0	0	6	1	1	0
SSC5D	0	0	1	1	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0
SBK2	0	0	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	1	0	2	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0
ZNF579	0	0	1	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	1	3	1	3	0	1	1	0	0	0	0	1	0	1	0	0	0	1	2	0	0	0	2	0	2	0	0	0	2	0	1	0	0	0	0	0	1	7	0	1	2	0	0	2	0	0	0	1	1	0	0	0	0	0	1	2	2	0	2
FIZ1	0	4	0	0	0	4	0	2	0	0	0	0	2	2	0	2	2	3	4	5	2	4	0	0	3	1	0	0	2	2	0	0	2	0	0	4	5	1	0	2	4	0	2	0	7	0	4	0	1	0	1	1	0	0	3	2	2	1	2	1	0	7	0	1	0	0	1	0	1	3	1	0	3	6	2	0	1
ZNF524	0	4	0	0	0	4	0	2	0	0	0	0	2	2	0	2	2	3	4	5	2	4	0	0	3	1	0	0	2	2	0	0	2	0	0	4	5	1	0	2	4	0	2	0	7	0	4	0	1	0	1	1	0	0	3	2	2	1	2	1	0	7	0	1	0	0	1	0	1	3	1	0	3	6	2	0	1
ZNF784	0	1	1	1	1	3	0	0	0	0	0	3	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	2	0	2	0	1	0	0	0	0	1	1	0	2	0	0	2	1	1	0	2	0	0	0	1	2	0	0	0	0	0	1	0	0	0	2
ZNF580	0	2	2	0	0	5	1	5	0	1	0	3	4	4	1	1	0	2	5	4	4	3	1	3	5	0	0	0	3	3	0	0	7	0	0	0	1	1	0	1	14	0	0	2	5	0	6	0	5	0	1	1	0	0	8	1	0	2	0	1	0	4	0	0	0	0	4	0	2	0	4	0	1	6	3	1	3
ZNF581	0	1	1	0	0	4	1	5	0	1	0	3	4	2	0	1	0	2	5	4	4	3	1	3	5	0	0	0	3	3	0	0	8	0	0	0	1	1	0	1	15	0	0	3	5	0	6	0	5	0	1	1	1	0	8	1	0	0	0	0	0	5	0	0	0	0	3	0	3	0	5	0	1	6	3	1	4
CCDC106	0	1	0	0	0	7	1	6	0	1	0	1	6	3	0	2	1	4	7	5	5	4	2	4	6	0	0	0	3	6	0	0	8	0	0	0	1	1	0	1	17	0	2	5	8	0	8	1	5	0	2	2	1	0	7	1	3	2	1	0	0	5	0	0	0	2	7	0	2	0	4	0	3	8	3	2	3
U2AF2	0	0	0	0	0	6	1	3	0	1	0	0	4	1	0	2	1	3	6	2	3	3	2	2	3	0	0	0	2	4	0	0	4	0	1	0	0	1	0	1	9	0	2	4	4	0	5	1	3	0	2	1	1	0	4	1	3	2	1	0	0	3	0	0	0	2	5	0	1	0	2	0	2	6	2	2	1
EPN1	0	0	0	0	3	1	0	1	0	0	0	2	1	1	0	1	0	1	1	2	1	2	1	2	1	0	0	0	0	2	1	0	1	0	0	3	1	1	0	0	4	0	1	1	2	0	2	0	3	0	0	1	0	0	2	1	0	1	1	0	0	0	0	0	0	2	0	2	0	0	2	0	0	4	1	0	1
NLRP4	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NLRP11	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF787	0	0	0	0	0	2	0	1	0	0	0	0	2	0	0	0	0	1	4	3	1	2	1	1	4	1	0	0	1	2	0	1	1	1	0	1	1	1	0	0	4	0	2	5	5	0	3	0	2	0	3	3	1	0	3	3	1	0	1	0	0	1	0	0	1	1	3	1	0	0	1	0	0	3	3	4	0
ZNF444	0	0	0	0	0	1	0	2	0	0	0	0	2	1	0	1	0	1	1	1	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	3	0	2	2	1	0	1	0	0	0	1	2	2	0	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0	1	1	0	1	3	1	0	1
ZSCAN5A	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	1	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0
ZNF582	0	0	0	0	1	1	0	1	0	0	0	0	2	2	0	1	0	0	2	0	1	1	0	0	1	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	1	0	1	1	2	0	1	0	1	0	0	0	0	0	2	0	0	1	0	0	0	1	0	1	0	2	1	1	0	0	2	0	1	1	2	0	1
ZNF583	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	3	1	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0
ZNF667	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ZNF471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ZNF71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZIM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
